"Age","Income","Loan.Amount.Request","Current.Loan.Expenses","Credit.Score","Property.Price","Loan.Sanction.Amount"
50,3861.34,292096.1,849.92,830.2,377093.7,0
25,3045.96,63581.81,350.57,772.3,96158.88,50865.45
40,1924.05,18587.14,103.23,788.61,23050.3,13940.36
49,1340.75,50884.59,238.37,650.94,83079.77,0
51,1973.51,151129.9,790.5,660.75,210369.9,105790.9
45,1771.57,118841.1,365.31,781.35,165350.7,95072.86
49,2490.01,70908.33,464.96,762.56,102832.6,0
65,1844.13,100985.8,375,748.75,113127.8,65640.76
65,2123.95,267872,949.41,665.24,377235.6,174116.8
22,4594.78,28482.52,290.27,655.77,46562.77,18513.64
43,2526.36,115950.3,558.09,600.51,173752.9,0
32,2339.39,139682.8,424.03,815.08,189791.9,97777.96
49,1219.57,28694.23,152.55,675.55,48858.59,0
65,1245.03,38016.88,174.48,702.77,46547.36,26611.82
23,2272.25,68401.01,548.8,647.96,128075.4,0
57,2418.69,37449.37,252.96,648.94,51003.58,0
32,3355.93,212613.1,498.58,874.43,352559.6,159459.8
44,2404.06,273123.1,1072.08,741,329324.7,177530
43,1966.52,31917.57,296.06,681.94,48657.67,22342.3
19,2224.03,36971.71,190.89,713.47,62865.89,25880.2
18,2360.36,54520.4,274.48,751.67,79291,38164.28
42,1979.13,57783.82,349.87,854.63,91512.42,46227.06
65,968.55,94177.73,447.95,800.39,165712.9,70633.3
27,1973.51,82350.32,334.91,769.56,136414.8,61762.74
57,3318.32,70867.14,602.59,621.79,119295.5,0
23,2524.84,18111.45,207.68,867.2,24133.13,13583.59
45,2238.15,31868.5,179.06,739.8854,38807.31,25494.8
46,2198.85,41455.77,207.22,800.5,60186.06,31091.83
36,2554.86,20520.95,244.66,685.91,-999,35209.4
42,4837.6,263452.3,859.39,739.8854,420271.4,171244
55,1513.61,74563.08,356.19,821.47,114256.1,52194.16
39,1236.8,38694.34,462.07,739.8854,66127.26,25151.32
65,4029.54,31241.96,314.93,861.79,40848.43,26555.67
63,1251.14,36307.09,420.06,644.74,47622.13,0
65,672.68,47498.93,196.36,787.26,59180.77,0
65,2313.62,119454.4,407.07,729.07,167819.5,77645.38
30,2702.3,201912.5,572.74,739.8854,285509.8,141338.8
49,2823.25,138010.2,392.99,814.92,191730.7,96607.13
22,1746.72,276846.8,656.41,782.23,516684.3,193792.8
37,1233.86,33778.47,246.76,600.16,53927.52,0
29,1032.25,42603.91,218.53,732.33,74638.31,0
65,2084.98,62645.04,521.49,751.07,-999,43851.53
53,2715.25,26290.25,293.39,737.32,46767.21,17088.66
56,2297.13,46297.7,261.72,711.45,81292.68,30093.5
58,2055.92,110293.7,782.22,722.88,172325.9,71690.92
53,1013.43,25542.63,138.48,695.03,36078.94,16602.71
48,2109.98,178961.4,508.33,703.9,314467.3,125273
18,3246.78,62395.68,481.21,656.2,74525.59,43676.98
56,1372.57,33445.42,212.82,710.82,55042.34,0
22,1764.21,121074.6,403.43,844.84,137304.8,96859.67
52,2576.47,36056.31,397.11,777.73,40601.12,0
65,1026.11,27519.63,137.4,812.36,37253.14,22015.7
64,2228.17,47530.59,575.69,641.31,57494.28,-999
29,1281.89,23806.97,227.57,680.52,33148.68,0
63,1230.73,13633.3,105.71,801.27,17424.72,9543.31
58,1825.68,61648.91,303.19,708.69,76248.73,40071.79
50,2528.06,61873.27,408.56,862.09,80646.1,46404.95
53,3396.37,90496.74,459.17,690.16,153495.4,58822.88
18,2534.84,78001.94,457.09,615.34,141808.5,0
64,2123.95,19986.42,105.92,887.72,22386.17,13990.49
37,2472.79,74889.02,505.74,845.89,114188.6,52422.31
65,1103.81,117871.5,521.8,816.38,181801.3,88403.6
18,5616.12,120957.9,468.58,855.61,218798.4,96766.35
61,758.15,34312.56,215.43,842.61,64070.8,27450.05
40,1681.21,98198.45,287.56,707.12,185374.1,68738.91
18,2886,205091.9,556.86,845.83,305302.6,164073.5
29,4124.88,62841.99,317.13,703.74,100735.3,43989.39
62,1524.59,37444.71,187.59,676.71,50455.98,26211.3
51,2044.07,151288.3,468.59,764.6,246290.6,105901.8
18,2023.34,141749,467.64,644.09,265576.4,0
50,3021.55,124409.5,671.36,631.5,139418,0
52,1712.26,114902.5,382.49,699.95,203390.7,74686.65
47,2123.95,115506.2,531.58,671.09,137118.7,75079.04
37,2513.14,73250.98,464.2,596.44,117659,0
19,1775.22,145536.9,482.25,781.5,172783.2,116429.5
52,3047.42,66042.42,471.18,645.39,82126.41,0
18,2101.05,62224.7,235.76,739.8854,92945.59,43557.29
21,2584.47,140971.3,676.3,620.4,196098.5,0
39,5649.93,65711.32,353.61,673.17,112986.1,45997.92
22,2874.7,160671.2,460.45,837.02,272273.1,112469.9
57,2553.61,66843.08,231.9,812.06,87189.17,50132.31
34,2253.96,132825.8,637.2,738.39,210763.9,92978.06
44,3526.6,42443.32,335.76,657.73,79224.56,0
23,927.65,31788.7,145.69,778.05,51095.25,0
64,1995.02,13507.37,164.43,647.43,24700.75,0
57,2526.36,69332.7,646.02,675.95,98157.22,48532.89
31,2668.55,18810.75,92.03,788.12,23049.42,15048.6
41,2196.3,51274.69,336.45,641.17,61153.37,0
65,1130.38,12626.4,73.76,808.25,18392.02,9469.8
60,2123.95,135606.5,764.8,751.53,246298.2,108485.2
55,4144.78,91539.07,450.23,873.02,158501.1,64077.35
41,1881.91,125509.9,360.71,619.36,216870.6,0
18,3334.34,127848.9,379.35,769.34,148859.2,0
49,1661.11,56628.6,185.19,795.78,88140.65,45302.88
39,5278.75,85428.85,651.03,603.3,118851.9,0
65,1214.89,85423.8,272.92,882.74,132328,64067.85
56,1389.33,18423.68,84.08,720,32307.33,11975.39
31,2669.09,136778.5,444.78,720.43,159849.9,95744.98
30,3330.56,19616.29,211.08,740.46,36456.1,13731.4
57,2165.87,214950.4,558.87,661.24,321441.8,139717.8
61,2123.95,56118.18,282.28,844.96,87648.72,39282.73
27,2431.59,59194.43,293.97,872.29,70682.82,41436.1
34,1723.92,50299.9,258.29,729.75,80558.59,35209.93
63,3893.17,335195.6,903.76,868.83,625889.3,268156.5
61,993.65,45936.06,179.98,779.9,66280.04,36748.85
52,2913.2,74449.87,500.75,750.37,96559.52,55837.4
47,1494.26,122709.4,442.41,654.02,217613.1,0
36,3230.65,135712.5,554.83,640.22,198956.6,0
62,2123.95,109615.1,328.45,851.99,203243,76730.59
25,1007.52,18314.84,93.91,753.79,34757.55,13736.13
51,2347.6,122465.5,510.1,688.66,161099.5,85725.84
57,2140.46,37261.94,200.63,739.8854,68423.11,26083.36
20,2792.81,61803.61,322.14,790.91,87593.69,49442.89
21,1341.57,82433.04,292.07,717.35,125843.1,0
50,2404.06,60472.77,313.96,739.8854,68129.8,42330.94
46,2165.87,32859.58,169.81,680.07,47832.04,21358.73
44,2775.45,148511.2,415.83,687.58,278326.1,96532.25
45,10109.82,127951.6,1350.03,726.68,223493.4,83168.51
22,3234.06,245357.4,742.77,661.4,289164.8,159482.3
61,3150.96,161641.9,797.48,759.24,303706.1,0
43,3173.48,38898.65,180.48,739.8854,58432.83,27229.06
59,4312.85,111217.8,794.81,608.56,207608.8,0
53,1419.42,14015.89,106.63,652.11,23475.22,9110.33
39,2123.95,34807.07,398.87,698.78,42166.24,22624.6
57,5032.25,129002.5,597.96,788.56,209374.1,103202
56,1973.51,36294.78,309.55,691.06,66644.38,25406.35
18,1953.88,113127.4,350.04,753.09,170675.1,84845.52
47,1962.29,44153.66,230.13,640.37,50607.07,0
51,2140.46,65017.57,319.09,798.75,87138.21,48763.18
61,1034.44,100408.6,353.8,720.8,179357.3,70286.03
20,2165.87,28932.13,140.89,630.69,48370.46,0
18,651.08,97309.18,413.1,644.64,179799.8,0
18,2004.25,21925.76,239.51,845.7,34568.03,16444.32
27,2143.14,177578.8,460.72,814.8,279155.8,124305.1
48,1816.64,9461.14,97.61,738.52,10882.43,0
40,2028.24,93361.44,428.53,852.22,141891.8,70021.08
23,2404.06,96320.55,551.62,739.8854,161710.4,67424.38
58,4141.83,54768.59,290.04,662.31,85292.29,0
38,1228.84,41877.9,296.55,614.61,78004.63,0
38,5188.32,95616.81,647.7,747.77,148697.4,62150.93
48,3425.41,72891.66,391,727.54,99948.04,51024.16
29,1487.88,38299.75,200.17,687.21,53885.27,24894.84
18,1745.94,154952.1,502.66,672.63,192320.7,0
46,6860.09,263747.2,1039.08,679.69,472561.6,171435.7
37,1211.35,38207.46,458.71,643.6,43777.37,0
18,2140.46,179982.9,760.85,793.46,288528.6,134987.1
38,6282.54,17655.61,204.52,768.32,25455.26,13241.71
58,2080.05,102028.8,737.99,811.95,130686.5,81623.04
62,1606.33,61299.13,353.71,634.63,74620.96,0
44,2123.95,105000,456.09,761.31,156306,78750
53,3062.25,274398.1,1177.42,791.69,332987.9,205798.6
34,3355.93,124886.5,616.65,692.75,190148.9,87420.56
64,3424.67,208195.4,700.37,677.61,310336.7,0
50,1170.7,21233.35,239.09,698.97,25167.79,14863.34
18,1097.42,21381.49,173.88,722.8,39844.59,13897.97
40,1984.97,109557.4,393.87,742.66,196993.4,71212.32
53,2588.28,11879.47,70.42,611.23,18834.1,0
29,2604.15,33499.3,230.53,636.25,48908.25,0
18,2418.98,63808,469.79,788.52,84383.24,44665.6
63,940.56,43426.5,206.54,797.05,64283.65,0
35,2055.92,182725.8,510.18,757.95,255284.9,146180.6
47,1935.34,75096.04,472.18,754.14,133221,56322.03
33,1906.01,66374.46,304.57,705.4,110750.2,46462.12
64,1412.96,20688.38,230.51,591.97,24077.29,0
49,1731.02,134572.9,460.06,739.8854,231295.8,100929.7
50,2073.16,96128.4,345.85,680.59,173902.9,67289.88
54,3157.04,106477.2,524.58,842.02,185111.5,74534.02
52,1560.58,80580.13,470.15,785.09,105824.9,0
34,1850.76,27489.76,132,739.8854,31925.56,17868.34
36,3535.99,169575.1,755.86,869.24,236636.7,127181.3
65,4240.5,124810.3,661.76,739.8854,201575.6,93607.7
39,1152.55,30064.55,200.01,756.96,46244.27,24051.64
63,2391.86,38823.16,422.38,749.48,47951.33,27176.21
54,2788.21,100128.2,549,880.96,131067.5,80102.58
44,1573.39,140502.8,432.16,849.48,263116.4,105377.1
26,3036.09,225817.5,742.49,706.07,267127.3,158072.2
55,19726.92,360596.4,1449.92,849.22,539244.6,288477.1
63,1200.87,18457.39,99.76,832.36,20769.54,13843.04
18,3219.98,188676,722.52,814.26,223481,0
50,1826.57,117479,393.76,810.53,158387.4,0
65,1778.14,77365.99,225.27,779.71,117625,61892.79
39,2912.45,139535.2,389.78,739.8854,257144.3,90697.89
26,2103.86,94737.04,464.24,724.02,139166.6,61579.08
50,3749.56,123427.2,636.68,700.86,151993.2,86399.06
45,1981.59,45589.38,220.47,790.26,62629.17,36471.5
46,5177.16,153370.3,448.53,810.45,264306.4,107359.2
51,2140.46,91534.2,692.74,739.8854,118619.4,59497.23
63,2404.06,40075.32,186.44,785.58,62986.31,32060.26
64,4884.4,153294,487.84,832.44,234484.6,0
60,2320.22,126729.6,360.2,653.81,141291.3,88710.74
18,1270.86,112011.5,481.94,739.8854,203285.9,78408.07
29,2005.3,82651.46,471.47,740.89,153321.3,53723.45
61,1297.74,43529.73,243.93,707.04,65826.68,30470.81
57,3355.93,181141.6,613.7,863.11,282402,135856.2
42,4133.91,69702.52,766.95,805.49,91367.95,52276.89
49,2453.64,107094.2,548.52,651.36,165432,69611.24
24,3180.98,39654.3,206.62,685.51,56006.85,25775.3
22,5640.99,60136.98,420.88,820.26,100126.4,35209.4
59,5524.83,170184.9,686.72,799.56,192342.6,119129.4
43,3001.19,203534.4,861.32,843.35,367216.3,142474.1
20,3668.4,309041.8,1047.12,849.43,573874,216329.3
22,2533.08,49427.73,269.38,773.7,82544.01,34599.41
22,2404.06,33285.43,267.34,738.18,43458.12,21635.53
62,3366.71,45290.66,552.64,827.35,83138.64,36232.53
53,1947.86,37225.62,278.25,655.43,48573.47,26057.93
50,1334.77,92009.62,490.74,693.18,109170,64406.73
65,2123.95,135100,377.56,799.5,175401.5,94569.96
26,1955.81,106616,433.6,676.34,145750.6,69300.43
36,3806.32,182664.1,1039.77,803.08,213955.1,146131.3
46,1589.95,80545.26,418.21,640.25,125999.2,0
26,1916.5,77574.07,389.36,682.95,98825,0
27,2326.24,51614.54,268.29,684.68,87717.92,33549.45
44,1660.63,79641.6,220.7,657.74,114842.3,0
18,1008.3,61479.36,213,747.7,105599.2,0
42,1763.43,18276.12,99.94,728.59,31410.18,12793.28
41,4502.32,39267.52,216.16,818,59453.69,31414.02
18,3658.81,90359.46,479.24,781.05,125105.8,72287.57
58,2366.43,146601.6,406.39,777.92,238481.2,0
54,1217.47,25296.95,236.77,632.61,47426.84,0
60,2165.87,88800.85,323.73,599.25,107352.2,0
60,2453.28,36626.07,211.33,801.24,41481.33,35209.4
62,3725.73,107155.1,985.59,729.23,149262.1,0
18,2035.07,56812.76,313.63,667.23,81806.16,39768.93
45,2389.35,41629.44,201.33,674.22,56791.21,0
48,4740.53,102857.7,498.16,867.16,124852.9,72000.4
35,2483,42817.49,270.08,688.76,49534.9,29972.24
46,2061.1,104841.6,411.84,753.78,181493.6,35209.4
42,4600.63,43171.45,421.21,762.95,78847.54,0
58,1601.3,45563.14,213.58,751.7,55703.91,36450.51
18,1870.28,40508.62,194.67,671.75,53257.76,28356.03
59,2165.87,15442.39,154.44,796.97,24964.53,12353.91
53,2478.7,91242.61,266.19,811.68,136815.9,72994.09
38,2526.07,158565.1,495.46,844.01,266651.9,118923.8
46,918.21,18006.95,127.42,861.02,27004.1,14405.56
45,2461.36,30806.5,227.8,781.28,45445.82,23104.88
28,2571.38,35697.88,400.71,821.58,49058.48,26773.41
20,5091.23,229172.7,618.56,846.88,351364,171879.5
46,2404.06,24715.84,131.7,739.8854,30475.75,18536.88
65,2366.55,87857.86,483.77,829.66,106726.8,61500.5
43,2444.66,71729.27,261.73,831.42,86235.73,53796.95
40,1720.87,65804.93,332.41,842.29,77657.69,46063.45
55,1343.96,31137.66,305.48,822.66,48998.14,0
43,1662.18,69780.89,291.39,626.89,82854.45,0
62,4050.47,118395.8,780.82,739.8854,145268.1,88796.86
44,1743.74,25515.86,123.74,694.15,40563.04,16585.31
57,1819.88,48055.36,259.97,761.09,66529.75,36041.52
50,1232.48,53881.04,479.13,667.15,76801.71,0
52,2123.95,39774.29,189.25,654.4,63012.86,25853.29
53,1495,49183.36,375.205,797.56,68235.87,34428.35
64,4891.57,193002.8,743.55,711.12,331397.4,135102
21,2240.31,164812.3,510.64,739.8854,295284.4,107128
56,2042.7,80675.56,281.45,749.08,120320.3,0
57,1877,118868.7,363.42,757.37,152551.5,95094.93
47,2123.95,104632.4,519.97,696.39,159429.8,68011.09
64,1571.5,69640.04,197.21,810.33,123711.5,48748.03
52,2485.77,49047.97,347.12,721.18,65666.43,31881.18
61,1461.97,12131.64,96.37,863.25,14195.69,8492.15
33,4712.38,86957.4,305.84,775.64,161223.2,65218.05
31,2298.22,111889.9,918.91,657.54,126948.1,72728.43
45,540.89,30212.94,122.97,684.51,53655.07,19638.41
29,1845.54,46552.76,239.76,737.17,83746.28,32586.93
39,1637.79,78758.27,391.81,743.28,110895.2,0
63,2142.63,14129.93,100.14,854.55,24849.5,9890.95
31,2419.08,86913.47,441.27,690.57,111215.5,56493.76
63,2186.32,115884.4,429.09,815.86,165410.2,0
58,2140.46,219544.9,572.16,800.52,297874.5,164658.6
18,1827.52,112496.3,400.24,750.85,146973.9,84372.22
60,2109.98,64058.77,256.1,812.63,103721,48044.08
38,2458.28,63672.17,458.08,594.74,75277.02,0
42,2143.75,104312.4,446.95,817.13,116114.7,78234.34
50,2435.38,16698.33,109.01,736.48,21754.3,11688.83
18,1627.43,7061.67,95.06,739.8854,9824.02,5649.34
59,2914.61,218273.4,761.27,810.97,312390.6,174618.7
64,3324.58,158436.6,583.6,817.87,204664.5,126749.3
65,2123.95,61670.59,208.9,657.18,116337.2,40085.88
61,1173.35,46938.23,240.1,833.18,87812.54,32856.76
50,1306.41,63568.71,357.76,677.08,112762.3,41319.66
38,2257.09,98700.17,515.77,729.17,154660.5,0
49,3403.64,95582.53,731.48,653.93,118784.1,62128.64
18,2526.27,101718.6,381.05,778.18,181552.8,0
20,2123.95,25041.18,129.66,690.58,44123.17,17528.83
25,1067.66,39190.14,213.07,716.16,62117.59,25473.59
62,2123.95,35002.03,193.3,690.08,56897.8,24501.42
23,13281.07,292499.5,1770.52,841.17,325750.2,219374.6
24,1668.33,83060.63,537.55,828.29,107728.1,58142.44
18,3423.09,70677.99,294.31,823.13,130379.7,0
49,3116.66,130176.7,497.2,695.1,224712.4,91123.7
34,1546.1,74663.68,214.28,840.9,89271.34,55997.76
61,1354.23,20290.2,145.25,656.89,29560.13,14203.14
18,2404.06,38022.99,301.52,614.4,68346.36,0
22,1095.45,32254.22,165.12,726.38,56532.97,20965.24
59,2165.87,14808.88,148.38,671.36,20229.68,9625.77
32,2503.62,68989.68,277.94,752.54,102866.9,0
18,3218.69,76554.7,412.09,698.89,92636.83,49760.56
18,2419.14,43040.23,188.35,668.6,57722.25,30128.16
18,1222.4,45351.92,221.37,742.8,74928.76,31746.34
43,2881.48,122839.2,555.72,786.78,223004.2,92129.42
60,3220.5,251019.9,756.35,861.26,381901.8,175713.9
18,2165.87,29704.08,234.85,645.64,52530.91,0
18,2801.96,80198.18,307.45,739.8854,121521.9,56138.73
23,4493.3,91418.84,532.16,646.56,145337.7,0
42,1994.86,90758.42,452.53,691.97,166704,63530.89
35,3466.08,177197.3,754.72,731.81,295584,124038.1
63,2205.68,130128.6,414.62,798.27,173257.8,91090.02
18,2025.41,22977.19,273.94,615.85,27463.01,0
36,1055.34,30369.99,210.06,770.24,35708.64,21258.99
58,3473.43,78488.68,569.07,829.56,121870.3,62790.94
54,1002.93,77686.98,423.44,781.93,93467.3,58265.24
18,4946.64,73172.22,460.93,784.27,138494.4,58537.78
18,2599.3,142682.3,569.58,854.56,218471.4,99877.64
52,1384.53,25547.25,129.75,644.72,36892.93,0
48,3195.76,90368.83,455.6,700.8,134911.2,58739.74
54,2811.94,126335.3,382.41,638.22,172147.3,0
64,1519.19,90858.19,397.05,827.6,168140.6,68143.64
18,2328.39,103272.2,334.41,809.26,115984.7,82617.75
18,2446.685,72120.18,328.82,747.53,111410.3,46878.12
52,1896.77,151927.6,375.205,677.97,241482.2,98752.93
36,1860.59,84458.39,216.97,752.58,110964.1,63343.79
46,2072.7,7551,59.52,611.11,12721.01,0
26,3113.07,133955.9,597.82,806.04,221614.4,100466.9
41,1635.33,82841.37,381.91,765.57,151753.9,0
18,2116.41,38583.45,404.22,659.35,55659.16,25079.24
19,2367.88,76079.64,381.78,786.85,132758.5,60863.71
26,2922.56,72294.78,529.97,786.9,108159.5,50606.35
38,1517.31,70715.57,338.21,642.98,79385.98,0
20,3723.94,35241.62,338.36,745.48,60102.28,22907.05
51,2098.3,66962.2,430.7,704.37,114423.1,0
20,5441.26,69497.26,758.49,623.93,118248.8,0
65,2236.36,127896.5,435.37,843.3,150860.9,102317.2
53,2139.44,63702.89,555.89,669.1,82914.01,41406.88
55,2055.92,81403.58,532.99,632.29,146645.1,0
62,2929.92,85611.4,363.61,873.96,105842.9,59927.98
30,1973.51,81337.52,407.28,658.87,101180.2,52869.39
18,1751.79,120268.9,402.86,739.8854,226660.6,90201.71
23,1313.04,31471.78,209.72,777.38,39128.5,23603.84
48,2945.96,36791.93,400.97,778.76,53812.78,27593.95
18,2902.01,193366.6,979.57,831.31,295975.5,135356.6
18,2451.41,13250.72,135.49,739.8854,15633.73,9275.5
33,3369.36,36856.55,186.3,789.26,43956.86,27642.41
30,2123.95,42406.9,123.31,747.28,80542.98,29684.83
61,1892.68,84891.92,303.68,675.14,114438.1,55179.75
54,2140.46,82834.25,244.7,817.23,93035.47,66267.4
26,2382.22,223194.2,686.57,737.7,405950.2,145076.3
24,1973.51,21124.13,254.88,616.38,38744,0
59,3747.24,135191.3,406.69,873.99,215612.8,108153
55,4631.35,129685.5,415.12,633.55,234680.7,0
42,2607.69,71793.4,464.3,739.8854,88420.16,57434.72
65,2144.6,79646.02,433.56,734.95,145091.6,0
59,1988.86,12903.09,165.51,702.35,20800.96,9032.16
36,1516.56,35430.84,404.58,709.95,60773.12,23030.05
24,4792.41,101030,759.74,672.84,190673.2,70720.99
41,1213.44,46892.34,228.4,666.13,68519.48,32824.64
64,3307.99,39142.61,218.05,732.54,55479.09,27399.83
55,2123.95,45838.73,232.54,769.75,57582.01,34379.05
26,3134.13,154637.5,876.79,747.75,200862.8,108246.2
21,2557.58,48149.68,344.99,810.42,55722.17,36112.26
58,5381.62,131958.3,1349.23,714.22,234450.5,0
47,2642.69,72699.48,718.22,659.59,114688.8,0
31,2956.99,292285.8,1068.98,881.01,324955,219214.3
64,927.04,34340.24,249.32,660.51,42951.66,0
23,2130.43,43441.39,382.14,613.66,61435.86,0
65,6975.02,198463.2,1154.33,796.26,255484.7,148847.4
49,1980.68,72462.77,415.46,701.31,122219.3,0
18,4524.55,118109.4,615.69,803.07,165509.8,0
34,2630.81,67748.18,309.46,807.17,114270.9,54198.54
18,3674.62,89048.48,418.8,783,163936.6,66786.36
18,4266.69,142876.6,501.75,809.49,180672.7,100013.6
27,1395.23,56655.84,259.18,778.95,72703.87,39659.09
37,4637.92,190491.1,689.2,729.54,214905.7,0
47,1689.42,40931.79,265.56,764.45,76060.04,28652.25
32,3355.93,75756.9,446,843.03,98378.13,56817.68
61,1658.25,94394.21,282.87,827.65,112490.6,0
18,1934.76,67590.71,396.09,835.24,96960.39,50693.03
28,1766.49,47954.11,271.89,625.39,85050.58,0
36,2983.07,68111.12,353.93,634.79,82728.58,0
53,2140.46,138377.9,504.57,817.79,209014.3,96864.54
42,2074.67,67875.42,356.01,730.25,118454.8,47512.79
18,1661.11,39999.5,423.49,702.79,70221.06,27999.65
44,3072.69,37284.32,188.58,649.63,60024.04,0
35,2434.96,78626.34,318.77,716.26,120680.4,51107.12
38,1594.24,95132.02,340.84,739.8854,178972.9,66592.41
35,1853.69,96883.5,786.51,806.43,147640.6,-999
39,1709,63813.2,464.62,680.71,98588.97,41478.58
22,2091.14,247364.4,632.23,661.94,464707.8,173155.1
39,1003.51,31067.14,223.39,682.54,46370.93,20193.64
45,1315.53,38878.2,180.45,758.18,63977.84,29158.65
56,1538.58,18831.91,157.55,736.1,26188.93,13182.34
41,2318.54,39744.16,235.05,853.42,58770.96,31795.33
38,2165.87,62907.21,303.88,739.76,99263.63,40889.69
18,4289.32,144928.6,522.6,670.32,176114.3,0
18,3542.2,71442.06,409.7,654.37,123292.3,50009.44
33,6421.16,36858.18,389.11,824.09,58549.99,27643.64
56,2214.08,57836.43,160.08,704.9,98620.05,0
34,10290.09,54607.2,588.35,640.7,100231.2,0
56,5315.63,101577.7,494.68,668.5,148459,71104.39
18,1563.55,34913.52,275.33,674.75,-999,24439.46
65,4174.24,84915.24,511.44,876.57,142242.2,67932.19
58,2603.8,70420.24,599.8,673.9,125685.3,0
27,2123.95,117910.3,570.64,621.03,178365.9,0
56,3270.17,52642.57,229.21,820.57,70403.47,39481.93
62,2062.36,103866.4,534.52,853.83,173633.5,72706.46
45,1847.18,82355.17,375.205,693.18,117817.3,57648.62
18,1738.67,25975.35,297.06,714.34,39211.98,16883.98
33,3052.75,97602.18,781.55,702.09,160339.1,-999
30,1913.85,81227.18,271.77,718.07,99614.6,0
60,1492.72,183096.6,567.39,767.53,338373.6,146477.3
23,2240.13,90170.29,388.76,617.23,170319.3,-999
31,8905.75,151649.5,525.98,785.61,236383.4,113737.1
34,2690.51,65836.22,341.55,691.05,89315.71,0
59,2787.29,134743.3,459.9,736.45,251292.8,94320.34
53,1880.64,73579.16,402.58,604.45,82093.48,0
33,3355.93,42725.18,302.04,836.97,58408.63,29907.63
28,1662.46,90893.72,381.16,751.28,150314.6,72714.98
38,4394.31,149288,389.59,657.14,226597.2,35209.4
61,1973.51,25198.26,140.24,630.44,39703.15,0
35,1081.6,27323.04,130.28,622.13,38273.53,35209.4
18,3018.53,68166.98,306.94,786.01,101468,51125.24
18,2165.87,38517.25,375.205,807.88,-999,30813.8
18,2749.81,42460.72,315.27,693.19,51631.8,0
40,2423.54,179998.1,571.71,719.94,213055,116998.8
36,2819.71,165835.5,811.99,590.17,223759.3,0
36,2261.02,170630,653.63,756.67,281657.6,136504
45,815.66,63606.21,338.3,808.87,113188.1,50884.97
37,4897.43,241470.2,615.54,808.71,280912.1,169029.2
46,3621.93,89871.92,717.97,742.52,169482.2,58416.75
63,3518.04,240969.4,741.26,823.62,344997.2,168678.6
31,5099.42,72350.43,351.16,697.92,84549.82,50645.3
59,2262.99,26556.36,194.59,734.37,49310.56,18589.45
22,1947.86,37578.43,243.66,635.39,59125.91,0
19,2099.72,40160.2,155.39,731.33,49297.17,0
48,1512.6,123507.5,385.1,695.18,170694.6,86455.27
26,3457.39,147041.9,410.87,755.19,265529,102929.3
20,3073.24,37513.38,202.92,750.77,53394.99,26259.37
26,1735.26,54732.28,205.78,757.92,74439.36,41049.21
55,2117.34,61345.23,340.71,796.25,114783.4,42941.66
29,2480.8,77208.08,647.27,719.18,103516.7,54045.66
52,2699.37,78089.79,375.43,699.34,128075.7,50758.36
64,3448.23,112401.2,502.3,644.72,193035.2,0
18,2526.36,114809.7,779.77,644.56,133052.8,0
39,3763.37,149571,512.55,787,202538.5,104699.7
41,2102.31,48438.76,271.52,759.33,58967.22,33907.13
41,3355.93,145074.4,621.48,807.37,175775.9,116059.5
18,2751.15,135204.6,360.87,749.27,242079.9,94643.25
23,6773.55,159559.2,726.17,744.86,236097.8,-999
49,1981.18,210944.8,503.2,599.84,281065.8,0
28,2680.73,126808.3,473.04,739.8854,233993.3,82425.38
47,2239.1,41227.46,405.76,802.29,59480.44,30920.6
38,4598.05,177290.1,551.89,799.93,236539.9,0
36,3487.92,37727.95,209.88,712.74,57725.9,26409.56
57,1743.11,127754.8,378.14,823.19,187266.3,0
29,2355.25,127687.2,402.84,792.16,143881.5,95765.37
62,1282.59,53960.79,507.63,632.79,-999,0
32,2165.87,25678.23,249.42,772.79,35600.54,17974.76
30,4494.99,140283.2,1258.23,697.26,169232.3,98198.24
59,1534.3,92303.98,395.51,800.05,107390.9,0
53,1851.68,41171.36,495.84,607.64,58346.94,0
19,5299.33,133354.8,686.02,793.98,174757.4,93348.32
50,2165.87,69303.03,345.77,784.7,90949.34,51977.27
53,1889.6,74742.49,338.79,648.38,95915.29,0
18,1586.9,26182.99,127.64,628.04,33062.39,0
51,2453.28,63836.59,314.17,748,98650.09,44685.61
18,3976.8,87303.66,338.84,827.29,113808.6,61112.56
58,1255.44,43921.71,279.41,622.58,53370.62,0
61,1124.54,42680.04,217.24,795.15,64841.25,32010.03
29,3953.82,106237.5,807.54,770.93,160241.2,84990.01
40,1652.73,116657.4,366.23,635.02,186698.6,0
64,1561.33,30926.17,256.24,813.09,48914.22,21648.32
63,2210.57,56808.65,332.93,812.85,68092.29,0
48,791.82,75947.17,272.59,835.78,103218.6,60757.74
48,2206.6,26018.99,140.18,650.77,46256.69,16912.34
18,2592.49,91410.3,536.62,788.07,124339.6,68557.73
27,1124.69,13090.64,85.25,671.78,18914.46,9163.45
47,1613.88,31651.61,209.09,711.68,42676.28,0
64,1653.5,34890.46,212.96,765.54,64942.13,24423.32
65,2037.83,99766.4,662.7,728.61,162501,69836.48
38,4889.45,306408.6,873.2,793.31,535857.3,245126.9
65,2845.74,55846.69,296.88,856.59,80420.33,50262.02
18,3490.44,43566.46,384.5,725.72,54668.2,30496.52
23,1234.71,58497.46,153.39,619.16,95917.85,0
52,3356.82,61497.48,655.06,717.45,82936.69,0
65,2123.95,38882.98,266.34,870.67,66860.28,31106.38
